09/01/08 22:03:19	2576	2816	3078	2314
09/01/08 22:38:19	383	643	927	99
09/01/08 23:44:48	165	203	243	124
10/01/08 00:58:48	183	225	272	138
10/01/08 02:21:03	0	0	0	0
10/01/08 03:27:35	0	0	0	0
10/01/08 04:32:38	0	0	0	0
10/01/08 05:37:40	0	0	0	0
10/01/08 06:42:42	0	0	0	0
10/01/08 08:52:46	0	0	0	0
10/01/08 11:19:21	0	0	0	0
10/01/08 13:29:26	0	0	0	0
10/01/08 14:34:28	0	0	0	0
10/01/08 15:54:49	2296	2371	2492	2168
10/01/08 17:10:16	146	231	352	21
10/01/08 18:15:18	97	128	167	58
10/01/08 19:20:21	0	0	0	0
10/01/08 20:25:23	0	0	0	0
10/01/08 22:35:27	0	0	0	0
11/01/08 05:36:57	0	0	0	0
11/01/08 08:52:06	0	0	0	0
11/01/08 17:32:26	0	0	0	0
11/01/08 18:37:28	0	0	0	0
11/01/08 19:42:31	0	0	0	0
11/01/08 20:47:33	0	0	0	0
12/01/08 11:43:10	170	196	384	0
12/01/08 13:53:40	57	69	99	0
12/01/08 14:58:42	198	235	317	0
12/01/08 16:03:44	202	241	307	0
12/01/08 17:08:47	205	246	299	0
12/01/08 18:13:49	166	199	235	0
12/01/08 19:18:51	209	251	290	0
12/01/08 21:50:57	0	0	0	0
12/01/08 22:59:26	0	0	0	0
12/01/08 24:48:12	183	215	352	0
13/01/08 00:04:28	0	0	0	0
13/01/08 01:09:30	0	0	0	0
13/01/08 02:14:32	0	0	0	0
13/01/08 04:24:41	0	0	0	0
13/01/08 18:10:21	0	0	0	0
13/01/08 19:15:26	0	0	0	0
13/01/08 20:20:28	0	0	0	0
