3546,bigone,1302,161,4,Teutons,308046&c=c4|308047&c=fc|302455&c=76|302456&c=3b
3549,Silver_Tarsk,258,1971,1,Romans,292714&c=8a
3550,talysen,400,1172,1,Gauls,291913&c=d9
3551,Ladybug,353,1398,2,Romans,270328&c=f3|269527&c=c4
3553,blazefighter,508,833,1,Gauls,362415&c=2d
3558,skorpion 1,605,641,3,Gauls,356003&c=f5|356004&c=a2|356005&c=4c
3561,grimster1954,306,1645,1,Gauls,272755&c=51
3562,Sakarai,236,2123,1,Romans,292018&c=a3
3564,OiGoi,294,1732,1,Teutons,366436&c=06
3565,Babylon,249,2030,1,Teutons,356090&c=ee
3569,naynay123,93,3780,1,Romans,281590&c=7d
3574,berlin,481,889,2,Teutons,306445&c=ad|305430&c=41
3575,freddy,573,709,2,Romans,289611&c=62|247142&c=2b
3576,Jinniepig,219,2272,1,Gauls,271142&c=a2
3579,elleminnowpee,280,1807,1,Teutons,272766&c=27
3580,kill or cure,294,1731,1,Gauls,369668&c=20
3584,Apex Summit,555,746,2,Romans,364086&c=1d|364890&c=e3
3586,notts,250,2025,1,Gauls,369651&c=fe
3593,Exelferon,142,3035,1,Romans,271941&c=6f
3602,spaffman2,858,351,2,Romans,345686&c=ea|368902&c=11
3605,Amitlu,196,2491,1,Teutons,367286&c=2d
3606,mercy,1121,207,4,Romans,272730&c=0e|273534&c=b9|271931&c=af|271131&c=48
3607,Sickskillz25,241,2088,1,Gauls,352090&c=71
3609,RED,4673,1,8,Romans,356001&c=f8|375200&c=2b|372794&c=40|373595&c=9b|375201&c=27|373597&c=ee|372799&c=30|372796&c=0c
3610,psm_steve2,497,857,2,Romans,269524&c=62|269523&c=69
3618,jordanj07,298,1695,1,Teutons,284803&c=96
3620,Tomecik,1327,157,3,Teutons,323943&c=5f|307125&c=32|323144&c=a8
3621,Scipio,2371,31,5,Romans,271159&c=71|255990&c=cc|262406&c=37|272761&c=3d|264820&c=0d
3624,iamdacheese,375,1291,1,Gauls,281595&c=42
3629,erik16,131,3166,1,Romans,297515&c=2e
3630,Dominika,419,1096,1,Gauls,295918&c=10
3631,lele,769,440,2,Gauls,368077&c=29|370481&c=7b
3635,notell,947,286,2,Romans,321666&c=52|322468&c=52
3636,DarrellLeon,161,2824,1,Gauls,276776&c=09
3639,thedestoyer,424,1078,1,Romans,369657&c=d1
3640,kael101,1464,125,4,Gauls,326343&c=95|327944&c=e3|328734&c=5d|322321&c=0b
3641,Pillage,508,832,2,Romans,314330&c=0e|315132&c=d3
3645,jools,1345,152,3,Gauls,313654&c=f2|314456&c=c1|301630&c=c7
3651,Steviepie,923,305,3,Teutons,327269&c=bb|328071&c=10|326473&c=44
3652,pilch,825,380,3,Teutons,356893&c=83|370509&c=2b|356092&c=c0
3654,gibson,188,2564,1,Romans,367232&c=c6
3656,Yeknom,215,2302,1,Teutons,348887&c=7b
3658,elliebellie,323,1546,1,Gauls,288005&c=4e
3659,madmerlyn,1072,233,2,Gauls,361692&c=9d|392957&c=bb
3661,mikalye,951,285,2,Romans,368873&c=dc|361686&c=8a
3665,RevDavid!,295,1720,1,Gauls,274320&c=ea
3668,shirleyyau,2000,53,5,Gauls,356799&c=ea|372755&c=e2|373556&c=fc|371954&c=8a|371152&c=9b
3670,cannonfodder82,281,1800,2,Teutons,277510&c=65|317648&c=cb
3672,gang death08,5,6337,1,Romans,344885&c=1e
3674,rattus,223,2240,1,Gauls,295917&c=f2
3676,caz,91,3805,1,Romans,278385&c=a4
3677,zybyx,308,1629,2,Gauls,316057&c=e8|316858&c=88
3678,Jazz Man,314,1593,1,Romans,349586&c=f0
3679,chilli7,392,1213,1,Romans,314455&c=cb
3680,alto,1663,96,3,Teutons,299233&c=85|297629&c=1e|296026&c=3b
3683,Malasombra,573,708,1,Romans,355997&c=8f
3685,littlellama,124,3257,1,Teutons,296827&c=09
3686,alshy,965,280,2,Gauls,315930&c=32|318334&c=88
3695,Surreywolf,667,552,2,Romans,335280&c=d4|331274&c=02
3701,downsiders,393,1210,1,Romans,327273&c=4c
3702,M477-M4N-W4R,325,1533,1,Gauls,370471&c=27
3706,boudicca1,371,1309,1,Gauls,364025&c=fe
3709,lord battle,110,3480,1,Gauls,364886&c=a5
3712,combatdoc,426,1068,1,Romans,323142&c=8d
3715,Trixa,161,2823,1,Teutons,292716&c=45
3716,velvet,264,1920,1,Romans,297517&c=2f
3718,gingerdude,297,1702,1,Teutons,319137&c=38
3719,jym,548,758,3,Gauls,302437&c=c4|303239&c=1a|301636&c=a0
3723,lilgreenman,278,1820,1,Gauls,291113&c=bc
3726,boob,386,1240,1,Romans,295222&c=9d
3732,Kitsune,176,2682,1,Gauls,325542&c=02
3733,A Memory,14,5908,1,Gauls,277576&c=46
3738,peeky,296,1711,1,Teutons,307245&c=50
3746,mark761,526,797,2,Teutons,279180&c=ca|278381&c=bd
3748,Aled77,633,589,1,Romans,275166&c=59
3749,Psycho Darko,220,2259,1,Romans,292817&c=1f
3751,NickStar,975,273,3,Teutons,280793&c=57|253582&c=06|250378&c=2d
3752,cohort16,118,3354,1,Romans,351191&c=c1
3756,psip,862,347,2,Romans,315257&c=f5|315255&c=37
3765,Blade 66,491,872,1,Teutons,366487&c=a8
3768,poomehellt3,570,713,1,Romans,271143&c=5e
3771,ABShadow,569,716,2,Gauls,271961&c=f2|272763&c=1e
3772,BRY3,412,1122,2,Gauls,360813&c=de|360812&c=e6
3776,Olive71,380,1266,1,Gauls,332075&c=55
3778,Python238,615,622,2,Gauls,305640&c=98|306441&c=04
3780,Bowinarow,152,2928,1,Romans,281592&c=58
3781,soulman3854,208,2364,1,Romans,364018&c=11
3792,fatlad2,261,1945,1,Gauls,316058&c=24
3793,Digging Mole,1361,146,4,Gauls,308726&c=56|307116&c=9d|357444&c=1a|308725&c=10
3796,Kromar,388,1229,2,Gauls,283909&c=e5|283109&c=74
3805,Vampiro.the.Dik,378,1275,1,Romans,369652&c=a4
3806,Induce,447,993,1,Romans,274324&c=4b
3811,chrisb12,232,2170,1,Gauls,366429&c=b8
3812,polymorph,2181,42,4,Romans,311253&c=ad|312063&c=bf|312864&c=78|312064&c=05
3815,Only,447,992,1,Romans,313528&c=51
3820,manogre,204,2399,1,Gauls,295221&c=71
3823,kitty kats,423,1084,1,Gauls,368045&c=ca
3824,Godfather,294,1730,1,Romans,369666&c=d6
3825,dozyrozy,179,2646,1,Gauls,300835&c=f8
3826,welshlad6,127,3218,1,Gauls,369655&c=87
3831,a11fattank,183,2602,1,Romans,334357&c=6c
3833,Sleepereze,560,740,2,Gauls,335277&c=72|335276&c=72
3835,Toxick,2030,51,5,Gauls,298427&c=7c|322512&c=b4|320920&c=34|331320&c=ee|321711&c=44
3838,Crack,451,980,2,Teutons,359210&c=6f|640015&c=cf
3841,jayv88,757,453,3,Romans,372069&c=6d|370466&c=c6|370467&c=c9
3842,facebook,727,482,2,Romans,354393&c=7b|355194&c=3f
3846,Captain Spasm,112,3439,1,Teutons,360091&c=fb
3847,Bigus Maximus,1961,57,4,Romans,314328&c=46|315929&c=f7|314327&c=83|313529&c=98
3848,Rohan,1613,103,4,Teutons,341683&c=d8|352101&c=dc|337640&c=31|337639&c=fd
3849,Fee,335,1481,1,Romans,318460&c=df
3857,AppleTiger,364,1351,1,Romans,370461&c=85
3866,lfcfan1979,1821,75,4,Romans,353693&c=51|354497&c=ea|353695&c=ae|234296&c=67
3870,teh_gamemaster,1629,100,4,Romans,370475&c=7b|346459&c=83|359268&c=ef|375278&c=f2
3873,Hindler,763,446,3,Romans,351291&c=13|350486&c=1d|349692&c=61
3874,gregorys mob,194,2511,1,Romans,287209&c=c0
3879,Moron,445,998,2,Gauls,288812&c=b6|289614&c=3a
3882,Corleone,1541,114,4,Romans,270336&c=f2|269535&c=5b|270337&c=c9|267934&c=e5
3887,mattavenger,159,2847,1,Romans,314333&c=b2
3890,kiltie2003,100,3675,1,Gauls,307244&c=2f
3891,imac,3098,8,6,Romans,314457&c=d1|310458&c=75|306449&c=4d|312056&c=85|312058&c=36|312059&c=73
3892,Lady FisherHawk,696,518,3,Teutons,310452&c=c8|315254&c=24|138972&c=19
3893,Wagenhund,231,2177,1,Teutons,292713&c=70
3894,oz0401,1224,174,3,Romans,323140&c=e7|256789&c=ca|257591&c=e8
3895,chuchu,760,447,2,Gauls,308727&c=eb|311129&c=15
3898,WeeGoose,498,853,2,Romans,275121&c=00|275118&c=e1
3901,mephisto,193,2529,1,Romans,279991&c=fc
3903,Andy16,1709,90,4,Gauls,370451&c=d9|370452&c=04|372858&c=7f|372057&c=89
3904,Gar,844,358,3,Gauls,270335&c=ce|271939&c=8e|271138&c=df
3911,Packer,203,2414,1,Romans,275175&c=e7
3916,lucubratonis,219,2271,1,Gauls,339168&c=06
3922,sexysweeteyes,21,5624,1,Teutons,319939&c=dc
3927,elshout,141,3049,1,Romans,287111&c=32
3928,cleverbum,268,1891,1,Teutons,351288&c=ed
3938,Stedz,228,2202,1,Romans,306322&c=e0
3941,old.man,894,321,3,Romans,324069&c=2e|323268&c=7b|324068&c=b9
3944,michaeljohn,213,2322,1,Teutons,350489&c=eb
3945,martinsb,308,1628,1,Teutons,328750&c=76
3946,laszlo,872,339,2,Gauls,271147&c=d0|268741&c=d2
3947,qadreena,185,2584,1,Teutons,367237&c=ea
3953,windowlady4,78,4044,1,Teutons,327147&c=82
3958,nas,90,3833,1,Teutons,295113&c=b2
3961,Oakey,1399,138,4,Romans,279910&c=98|284714&c=f8|271900&c=a2|448164&c=12
3964,Kaili,85,3920,1,Romans,303922&c=73
3974,stevatome,478,897,1,Teutons,371259&c=06
3980,4bz,582,686,2,Teutons,291218&c=b8|291220&c=6c
3981,ndrw_price,106,3558,1,Romans,315131&c=58
3982,dreamking32,188,2563,1,Gauls,334358&c=49
3987,_hector_,216,2293,1,Romans,302438&c=4f
3988,Buckman,246,2049,1,Romans,359287&c=72
3994,baldhead,586,675,2,Gauls,273564&c=82|273565&c=64
4003,R107,601,648,2,Gauls,271156&c=23|255980&c=3e
4004,del,187,2570,1,Romans,372072&c=51
4005,Smiley,279,1812,1,Romans,294424&c=aa
4011,Kakkulapio,174,2702,1,Gauls,371270&c=bb
4013,Ligarf,540,770,2,Gauls,370455&c=94|404898&c=bf
4016,longbow1,62,4386,1,Romans,341570&c=50
4022,fugitive town,805,397,2,Gauls,372862&c=f0|373664&c=1c
4023,madmax,2479,24,5,Teutons,372066&c=30|384080&c=ce|381674&c=bd|379274&c=49|370462&c=d4
4030,cherry,128,3206,1,Teutons,284797&c=7b
4033,Greyfield,292,1740,1,Romans,350488&c=34
4034,bdark,461,943,2,Romans,337680&c=8c|336878&c=6b
4035,Yusuf,379,1269,2,Teutons,367282&c=8f|368083&c=9c
4038,colins crushers,426,1067,1,Romans,351289&c=96
4039,mpbgb,634,587,2,Romans,337684&c=9e|324094&c=23
4040,Anubis4,289,1756,1,Romans,360013&c=8f
4041,Tracy,366,1340,1,Romans,361612&c=7d
4043,sl2ai,668,549,2,Teutons,328073&c=fa|327274&c=f2
4050,Gingercass,326,1525,1,Romans,272762&c=e0
4052,hilt69,176,2681,1,Teutons,275165&c=20
4054,DropDeadRed2,351,1404,1,Romans,291112&c=86
4056,fenring69,1350,149,3,Romans,293621&c=c1|295224&c=56|294420&c=bd
4057,darknessie,111,3458,1,Gauls,358490&c=e0
4063,Jeebes,3874,4,7,Teutons,336759&c=8a|379235&c=ec|376824&c=44|378429&c=cf|380833&c=8d|381632&c=b4|381631&c=42
4065,FinB,152,2927,1,Teutons,276707&c=7d
4066,Cross,451,979,2,Romans,283904&c=1a|282296&c=27
4073,Rolf,1177,185,3,Gauls,367241&c=91|400069&c=f4|356662&c=37
4076,callum,347,1420,1,Romans,345579&c=e8
4078,Cocidius,459,949,1,Gauls,292819&c=d5
4080,sam1,925,304,3,Teutons,336080&c=7c|333676&c=cb|398549&c=85
4081,siy4eva4,136,3106,1,Romans,290414&c=17
4084,greentitch,258,1970,1,Gauls,320737&c=d0
4085,Babs,265,1915,1,Romans,369680&c=dd
4087,SorrelKing,581,688,2,Romans,303240&c=91|302439&c=a8
4088,Elvie Tanner,449,987,2,Gauls,300030&c=90|298221&c=90
4089,leonidas,304,1659,1,Gauls,289612&c=0e
4090,sneekie,269,1885,1,Gauls,370482&c=6a
4095,DogManStar,500,850,2,Gauls,339163&c=a9|339859&c=18
4107,engish man,306,1644,1,Romans,287907&c=7d
4114,darkeneddragon,261,1944,1,Romans,266332&c=c4
4116,arnoldo,1711,89,4,Romans,318461&c=62|318465&c=34|318464&c=4b|319266&c=cd
4126,felix,596,657,2,Romans,361687&c=bc|366517&c=19
4129,heinzel,517,813,2,Gauls,368844&c=78|369647&c=92
4138,shadowwarrior,60,4423,1,Gauls,308722&c=6b
4154,Joeff,337,1467,1,Gauls,330344&c=04
4160,Kitten_kate_0,375,1290,2,Romans,265536&c=13|266337&c=f3
4164,Patrick Down He,106,3557,1,Teutons,376067&c=a1
4165,J1mb0,2891,10,6,Romans,350383&c=22|356786&c=01|356793&c=1f|357593&c=00|357595&c=e8|355991&c=fb
4167,rocketronnie,331,1498,1,Romans,267154&c=63
4169,loudpax2,716,498,2,Romans,368834&c=64|368836&c=80
4171,G. Focker,127,3217,1,Romans,352096&c=5a
4179,prosser,200,2445,1,Romans,360099&c=e3
4186,JGG89,186,2577,1,Gauls,358397&c=05
4189,kookiez,223,2239,1,Romans,327941&c=9b
4194,Browndog,408,1136,1,Romans,327275&c=f5
4196,fsmfilms,292,1739,1,Romans,364897&c=11
4198,Smallman,131,3165,1,Romans,272772&c=45
4199,Tallman,118,3353,1,Romans,309652&c=6e
4201,deathscar,269,1884,2,Teutons,373655&c=69|389674&c=68
4206,fatmanmclone90,304,1658,1,Gauls,372082&c=9c
4207,Christian,560,739,2,Teutons,329545&c=fc|330346&c=7b
4209,timo92,267,1901,1,Gauls,347977&c=b2
4210,Odys,823,381,2,Romans,361699&c=d9|361700&c=9b
4218,german,70,4212,1,Teutons,267123&c=b6
4219,Horney,2561,21,5,Teutons,266328&c=e6|269534&c=08|261530&c=ba|268732&c=d8|264732&c=d7
4225,cremated peach,327,1520,1,Romans,323936&c=73
4230,v1cky21,104,3603,1,Romans,365694&c=da
4235,mixmage,348,1416,1,Teutons,291104&c=17
4238,Fu Manchu,532,784,2,Romans,371246&c=44|368841&c=fa
4239,lisa2,984,269,3,Teutons,374489&c=0c|376087&c=f4|378494&c=b1
4242,diamonddog,123,3270,1,Teutons,276709&c=f5
4243,Korn,219,2270,1,Gauls,301512&c=62
4244,Bigman,124,3256,1,Romans,267946&c=86
4246,jomaha,451,978,2,Gauls,356898&c=6b|358504&c=87
4247,killukbrisk,231,2176,1,Romans,358496&c=86
4254,Alonebymyself,542,767,3,Gauls,293508&c=cf|293509&c=95|294309&c=a6
4256,Relentless,843,359,2,Romans,351985&c=2e|351183&c=ec
4276,limakilo,594,662,2,Romans,328746&c=c6|331140&c=55
4278,mossup,420,1092,2,Romans,376056&c=15|370442&c=a5
4283,R1cky,359,1373,1,Romans,360807&c=7d
4287,Ess Jay,467,930,1,Romans,323274&c=16
4288,rtl plankers,429,1053,1,Teutons,272707&c=f2
4293,Lukearoo,455,963,1,Gauls,298313&c=e3
4294,noodlebars,750,459,3,Gauls,280798&c=85|279997&c=c4|280799&c=23
4296,Twisted,640,580,1,Romans,267150&c=69
4297,Florentina,1406,134,4,Gauls,359202&c=a5|367200&c=e4|368000&c=43|368001&c=8b
4300,Kal,814,387,2,Gauls,341564&c=ed|343957&c=9e
4303,Jimbo 123,770,439,2,Romans,343289&c=99|339288&c=d4
4308,Clouds,1023,250,3,Romans,364094&c=17|363293&c=55|363292&c=84
4312,dinky,173,2710,1,Romans,268712&c=53
4314,ARCHIBALD,575,703,2,Romans,375287&c=b5|379292&c=6a
4320,Mirrina,316,1582,1,Teutons,314326&c=87
4324,bin laden,207,2371,1,Gauls,336884&c=ba
4326,Mordacai,294,1729,1,Gauls,307918&c=74
4329,Magik,323,1545,1,Romans,310456&c=ce
4331,dave666,97,3727,1,Romans,304848&c=18
4334,abetheape,144,3018,1,Romans,279996&c=b8
4343,the pasta man,119,3332,1,Romans,299913&c=e5
4351,Nightmare Zero,540,769,2,Romans,281507&c=a3|280707&c=86
4358,gifford,207,2370,1,Teutons,364896&c=0e
4360,x-shortcake-x,129,3192,1,Romans,372090&c=5e
4361,anth,115,3404,1,Romans,288016&c=f6
4363,Emm,235,2136,1,Romans,362497&c=76
4365,mrcjacob,205,2390,1,Romans,291906&c=d4
4371,meee,79,4024,1,Teutons,376082&c=5e
4372,big ducky,107,3540,1,Romans,267922&c=81
4379,Zodiac78,1924,65,4,Gauls,371284&c=82|372889&c=29|374493&c=bf|380168&c=34
4380,littledonk,904,316,3,Teutons,348895&c=2b|348109&c=ad|381766&c=b2
4384,Railway Man,583,682,3,Gauls,247818&c=a2|247017&c=72|247820&c=a7
4394,tonyburns,826,376,3,Romans,326476&c=9f|327277&c=d0|331282&c=3f
4399,knutn,415,1107,1,Teutons,267915&c=26
4401,pingking,130,3177,1,Gauls,375268&c=28
4410,Blue,263,1927,1,Gauls,316063&c=13
4413,parry_02,310,1610,1,Romans,374487&c=72
4420,lilly1930,52,4674,1,Gauls,271172&c=97
4424,bliss,165,2786,1,Gauls,300840&c=62
4426,fairyonboard,170,2733,1,Romans,283206&c=ef
4432,lilly555,120,3319,1,Romans,319934&c=89
4437,Kahlana,545,761,2,Romans,281505&c=c0|279101&c=9a
4446,JokeyC,125,3248,1,Romans,315260&c=1e
4447,Angelic devil,1062,240,3,Romans,307248&c=41|296032&c=b4|296031&c=13
4449,Lorrien,1236,172,3,Romans,267911&c=46|266310&c=f1|266308&c=85
4460,Mike,222,2245,1,Teutons,270365&c=e7
4461,yamman,1097,221,3,Gauls,355296&c=5e|357705&c=4c|429017&c=4a
4463,lilfello,691,525,2,Gauls,372881&c=de|361672&c=8f
4467,Naomiwiz,53,4637,1,Teutons,322333&c=8c
4481,torres,260,1952,1,Romans,269552&c=98
4483,markyd,926,303,2,Teutons,265537&c=99|263938&c=56
4485,weirdguy,2704,15,5,Romans,360803&c=99|341571&c=2b|340770&c=2f|340772&c=5e|343176&c=df
4486,Saphira,201,2436,1,Romans,374456&c=f6
4487,joshera2,292,1738,1,Romans,301513&c=65
4488,toblakai,244,2064,1,Romans,369690&c=0a
4493,KING GEORDIE,389,1226,2,Gauls,270359&c=3c|223897&c=d2
4495,Battery,235,2135,1,Gauls,371283&c=7d
4498,type11,77,4068,1,Teutons,267151&c=92
4503,TehG,1591,107,4,Romans,342364&c=9e|363984&c=01|360783&c=9a|343166&c=af
4505,Azurenex,240,2099,1,Teutons,271910&c=36
4507,silver surfer,182,2616,1,Romans,340765&c=67
4510,yonutz01,112,3438,1,Gauls,374481&c=21
4526,absolute,536,778,2,Gauls,370436&c=43|370435&c=e1
4528,bunnyboiler,146,2987,1,Romans,376071&c=78
4534,macedon,169,2746,1,Romans,325673&c=80
4539,Arwen,346,1428,1,Romans,264736&c=b4
4542,ratchet876,113,3428,1,Romans,368893&c=f0
4544,lukes,417,1102,1,Romans,310453&c=4b
4554,deddaa,1677,94,4,Teutons,373666&c=38|372863&c=4a|374458&c=86|375259&c=1b
4563,akolenon3,2420,27,5,Romans,375255&c=61|376854&c=36|374451&c=94|372049&c=2a|373652&c=1f
4564,Fleming,130,3176,1,Teutons,372844&c=2d
4565,Bloodwolf,129,3191,1,Romans,372044&c=3c
4573,spartan1,477,902,1,Romans,311123&c=a5
4581,shifter,142,3034,1,Gauls,295230&c=e7
4585,Zac1000,607,631,2,Teutons,376069&c=2f|376075&c=98
4590,Mr Big Daddy,788,418,3,Gauls,372088&c=f5|258394&c=54|258393&c=c2
4600,Link,102,3638,1,Teutons,328745&c=78
4604,woof,592,667,2,Teutons,348094&c=ed|348095&c=16
4606,Hell360,135,3116,1,Romans,373688&c=0c
4607,Coyote07,449,986,1,Romans,364892&c=21
4613,cheese muncher,140,3063,1,Gauls,339162&c=1a
4614,nathanspy,122,3285,1,Gauls,267136&c=aa
4621,d4kas,731,475,2,Romans,312858&c=48|313660&c=c8
4625,bumcivillian,147,2979,1,Romans,314463&c=1b
4629,x13ladex,255,1990,1,Teutons,275184&c=01
4630,aonindy,549,755,3,Teutons,268753&c=30|266353&c=56|259947&c=fc
4637,xxBASExx,154,2898,1,Romans,289616&c=41
4641,Slomber,63,4364,1,Romans,267955&c=e8
4645,BeemerBaz,1719,88,4,Romans,331950&c=09|331149&c=07|330348&c=53|330349&c=f9
4649,piglet,736,472,3,Romans,347296&c=49|346495&c=fe|345693&c=f4
4652,TheLordFrank,724,488,2,Gauls,369632&c=14|369627&c=d6
4654,Elektra-,322,1550,1,Gauls,267959&c=14
4656,teutonic,1974,54,5,Teutons,352784&c=11|353585&c=2b|355979&c=d2|354385&c=01|355989&c=c7
4658,The uridian,155,2890,1,Gauls,361698&c=00
4662,jon,290,1750,1,Romans,368030&c=55
4667,ZephyrSB,716,497,2,Gauls,323273&c=0e|319422&c=e6
4671,DtRAFFIC,533,782,2,Gauls,321536&c=47|322340&c=0f
4672,Blurt,270,1878,1,Teutons,342491&c=a2
4673,singko1234,159,2846,1,Romans,338485&c=d4
4675,PsychoPhobos,253,2000,1,Gauls,364894&c=23
4681,talaheb,147,2978,1,Romans,370491&c=3a
4684,milo.1978,795,410,3,Gauls,372093&c=7a|377709&c=bd|376101&c=dc
4688,maleorderbride,3992,2,7,Teutons,376031&c=b3|365618&c=7b|374439&c=d2|376033&c=59|364817&c=88|373638&c=91|372837&c=b1
4699,RJ.,356,1383,1,Romans,353590&c=81
4708,Jan Jubilant,585,676,2,Gauls,375284&c=1a|374482&c=7b
4710,leslie chick,306,1643,1,Teutons,365696&c=38
4724,guy,712,502,3,Romans,306318&c=78|205424&c=a2|204623&c=aa
4731,Norfolklass,1659,97,4,Romans,352898&c=cf|356102&c=d1|352900&c=2a|356100&c=f2
4747,DarrenWilliams,343,1444,1,Romans,329547&c=db
4748,Tatus,457,957,1,Romans,340888&c=30
4770,sneaky,401,1168,1,Romans,372893&c=c3
4778,waldy,221,2252,1,Gauls,309523&c=5f
4782,janny,681,531,3,Gauls,269497&c=8a|270297&c=28|271100&c=62
4783,Godly Artwork,212,2331,1,Gauls,371286&c=c0
4787,ministox537,144,3017,1,Romans,345569&c=97
4789,ToNeR,230,2186,1,Romans,349581&c=9a
4797,idontknow,312,1601,1,Gauls,326481&c=b7
4799,xu huang,154,2897,1,Romans,334487&c=11
4800,Valinor,284,1780,1,Gauls,263912&c=53
4805,Jonty,136,3105,1,Romans,278398&c=dd
4809,Angel2Demon,92,3793,1,Romans,315122&c=4e
4820,AngelDevil1982,76,4093,1,Gauls,360797&c=8f
4821,mcsgadgets,140,3062,1,Gauls,266364&c=98
4824,fryedpye,262,1936,1,Teutons,376891&c=86
4828,Eibimonster,554,750,2,Gauls,338492&c=92|337694&c=dd
4829,thunderstorm90,469,924,2,Romans,288021&c=3a|289624&c=07
4838,spade,108,3526,1,Teutons,293500&c=d1
4840,cassies_file,406,1147,2,Romans,380081&c=2c|380082&c=d5
4847,QuietDragon,1448,126,4,Romans,262345&c=a0|263146&c=dc|264748&c=f0|263147&c=0a
4855,Detonator,977,272,3,Romans,350377&c=b2|335163&c=46|350376&c=bf
4857,Warfighter.Icke,143,3029,1,Teutons,290301&c=b8
4858,Inline,258,1969,1,Romans,275186&c=d4
4861,zadok,1636,99,4,Gauls,323279&c=57|321674&c=b6|329680&c=55|329681&c=74
4863,Black Death,630,593,2,Romans,377685&c=54|377686&c=fe
4871,Lazurus,519,809,2,Gauls,272698&c=f0|273502&c=67
4872,Artock,1369,143,4,Gauls,322474&c=98|319273&c=1d|377716&c=a3|380114&c=80
4885,gotty,271,1869,1,Romans,332887&c=3a
4886,bigdave000,471,919,2,Romans,263135&c=25|260741&c=ec
4887,Joandmike81,1188,179,3,Romans,265557&c=87|297652&c=15|266358&c=e7
4888,daniel,32,5267,1,Gauls,380073&c=21
4889,Jobomoore,104,3602,1,Gauls,268705&c=ba
4890,asherlilly4,176,2680,1,Gauls,338494&c=d2
4894,jonsterz712,706,507,2,Romans,326337&c=37|325535&c=13
4898,pit-ball,175,2694,1,Gauls,339156&c=6c
4915,ben harrison3,118,3352,1,Gauls,363202&c=0b
4916,PB1,830,369,3,Gauls,345698&c=14|346500&c=86|453918&c=fb
4924,Professional,663,556,2,Teutons,302309&c=92|303107&c=a6
4925,somo1992,116,3387,1,Teutons,267910&c=0f
4926,Johon,1519,117,3,Teutons,363302&c=89|369702&c=0d|379334&c=92
4928,cobalt,2050,49,5,Teutons,364811&c=ab|386376&c=c6|386375&c=0d|385574&c=f8|384776&c=c0
4932,Oakbear,459,948,1,Teutons,369619&c=eb
4934,podvodnik,1007,256,3,Romans,353579&c=a2|365598&c=e7|363997&c=73
4938,a.c,22,5581,1,Romans,273500&c=33
4948,Helgar,262,1935,1,Gauls,347167&c=ac
4955,RYT,145,3006,1,Romans,379283&c=00
4956,Hougyoku,246,2048,1,Romans,262344&c=e0
4964,Rosie,1917,67,5,Gauls,339293&c=e6|340094&c=0b|340097&c=a4|339292&c=8d|388994&c=66
4970,Tatania,492,871,2,Gauls,368821&c=b3|368822&c=f7
4972,nezziebop,12,6014,1,Romans,289499&c=aa
4982,HolyWood,436,1027,1,Gauls,346368&c=ec
4991,Natas,256,1983,1,Gauls,359303&c=14
4992,fulham f.c.,236,2122,1,Romans,356901&c=ee
4994,Riker,380,1265,2,Romans,378454&c=3c|379250&c=9e
4998,babyjem28,175,2693,1,Romans,284013&c=f4
4999,Shizo,705,509,2,Romans,358389&c=31|358388&c=6f
5000,troyka,29,5355,1,Romans,331288&c=a1
5005,luke118,368,1328,1,Romans,308858&c=39
5011,Lone Ranger,332,1492,1,Gauls,371299&c=d6
5015,SimonC,403,1159,1,Romans,372098&c=36
5018,lil chris,211,2343,1,Gauls,271178&c=52
5022,rennie,106,3556,1,Gauls,336892&c=42
5024,The Slayer,230,2185,1,Romans,310460&c=35
5031,Sophie,414,1112,2,Romans,293633&c=7d|288830&c=d9
5047,redsoxs,620,614,2,Romans,283901&c=f1|283900&c=1a
5053,peaceman,402,1163,1,Teutons,340756&c=1b
5058,dizzy,2682,16,5,Teutons,253591&c=4b|269568&c=b1|257609&c=01|248798&c=d6|252803&c=2f
5061,claire-0082006,359,1372,1,Teutons,305653&c=9a
5074,Zwombix,146,2986,1,Teutons,283101&c=24
5075,black doom,69,4235,1,Romans,279096&c=2c
5076,burner,110,3479,1,Romans,286417&c=6f
5078,toni,297,1701,1,Gauls,322414&c=13
5079,onixore,79,4023,1,Romans,325621&c=3e
5080,scorpio8,197,2482,1,Gauls,348098&c=40
5103,tarantula,429,1052,2,Romans,267105&c=8d|256692&c=b7
5124,sregor22,526,796,2,Gauls,327138&c=4d|373712&c=ce
5125,hazze,2130,44,5,Romans,417624&c=0b|373639&c=7f|418421&c=06|414420&c=40|424042&c=07
5132,euro,97,3726,1,Teutons,274299&c=67
5141,Vincent Akira,368,1327,2,Teutons,316724&c=4c|317525&c=8b
5147,penguin rebel,447,991,1,Romans,264717&c=47
5154,Very_Random,709,505,3,Romans,321677&c=9e|320090&c=75|320889&c=8c
5167,GingerGeneral,894,320,2,Gauls,292831&c=ec|287227&c=db
5170,charm,173,2709,1,Teutons,273584&c=3d
5172,Dave_Mc,829,371,4,Romans,378478&c=88|383291&c=86|376080&c=35|376880&c=8d
5175,Nollock,340,1457,1,Gauls,262321&c=71
5182,shadow warrior,438,1021,2,Teutons,292832&c=8f|292833&c=2e
5192,sweetie pie,914,311,3,Teutons,356101&c=36|359302&c=a0|360103&c=2d
5197,windowmere,951,284,2,Gauls,281606&c=aa|275209&c=5d
