3,New Chains of Honour,1,,N C O H²,35|7,693|693
497,Immortal Spirits,30,,IS,93|798|624|789|790|783|545|730|551|596|392|586|602|599|336|521|393|535|378|177|71|322|391|318,12600|12956|12443|13166|12780|16259|15892|15159|14542|17163|15696|13644|17506|14138|13971|18292|17393|10089|14583|7038|17023|17947|17425|19971|18484|16519|17678|18075|21735|22281
501,Domme,8,,O.W.K.,,22574|16427|13676|14497|10566|13401|12790|16427|16745|17167
502,www.eskad.org.tr,3,,ESKAD,,22574|11636|11636|14506|7917
504,Roman Elite,6,,Elite,,22574|10886|13086|13503|5798|14677|2682
505,101GBNation,10,,GB 101,545|798|724|522|535,13038|15277|16455|13004|8305|16707|15840|18844|18694|19479
508,blueboys,14,,ctid,,22574|14341|5806|14340|14341|15581|15582|17165|9658|12718|16399|13803|19808|16494|11408|16125
509,mario,4,,coolzone,,22574|14687|12139|12139|17986|14687|18358
512,Imperial High Command,1,,IHC,,22574|15894
517,Hope For Travian,10,,HFT,804|332,17512|15174|17716|15926|14544|17895|19449|19124|19115|20340
518,battle for will,1,,BFW,,22574|5667
521,Barney Boys S3,10,,--BCS--,779|555|602|235|550|561|604|522|497|598,13675|10847|15611|12243|14670|14485|19919|16655|15613|17363
522,SW Trade Federation,7,,SW Merch,700|783|505|235|535|521|756|219|456|107,10670|16267|5720|10670|5720|16267|12205|5942|19528|21581
523,NEW AGE,2,,N...A,,22574|14280|13890|14280
524,aj(I)go(R),3,,LiG,,22574|9931|14917|9931|18211
527,Nemesis - Heavenly Host,37,,NMS - HH,398|336|396|387|295|34|255|425|75|73|188|74|160|65,8828|5819|8827|1492|5559|5569|16711|9889|12467|8329|14560|12293|16406|12703|13399|3276|15512|13351|14259|14566|3466|13752|17081|16394|17230|16616|3336|16381|9954|11890|16645|3227|2950|10564|16418|17090|19566
528,First Great Western,1,,FGW,,22574|4992|4992
529,don79,2,,don79,,22574|12602|16855|16855|12602
530,The Kill Jon Alliance!,1,,Kill Jon,,22574|16148|16148
534,Cas,1,,CRM,,22574|13563|13563
535,Sgt. Peppers Army,40,,Pepper,850|617|756|625|791|789|763|624|383|67|219|177|551|71|207|246|602|304|303|522|393|565|573|288|218|210|80|360|379|426|505|397|318|443|248|236|296|504|378|355|561|195|418|332|482|310|297|550|484|348|441|463|392|267|497|411|491|456|271|501|440,15822|21455|15507|15120|14856|16274|16316|16815|16274|15556|16815|15120|17868|17154|2410|16033|17936|14928|15507|15822|1787|17650|18036|17494|14856|17736|16316|1801|14765|17578|18587|17228|16991|14479|14468|18614|16982|17722|18767|21222|20698|20716|16694|18496|19167|12093|21455|17935
536,EXO,20,,Exodus,,22574|10729|10990|14380|10314|10303|11581|14380|10729|10333|12234|10990|12033|12922|10345|16996|10300|16862|17308|16173|16574|14608|18232|17012
539,FFH BEA North,55,,FFH-B {N,780|53|159|243|89|700|33|120|135|74|363,6392|1252|7962|1271|10765|1556|2984|10765|4056|1556|11381|11498|2692|15559|1837|1252|5967|6717|2125|9236|1527|7023|5422|6392|5218|3313|7962|8561|1969|4886|4829|3337|7323|6272|5182|11210|5031|18458|3550|1509|1304|14322|8212|1824|14348|4054|4235|4539|2305|7237|4107|2188|11609|1514|10187|9163|1592|2018|1271|7001|19430
541,trees,3,,HellVll,,22574|14004|14004|14197|16931
543,Hidden Weapons,2,,G~*HW*,,22574|12100|17153|12100|17153
545,The Screaming Eagles,38,,101 A,505|848|226|803|789|307|497|624|207|393|79|383|8|107|160|551|398|51|221|322|80|22|606|700|135|363|602|177,9459|15304|14619|14863|10441|9008|14942|11638|1194|16634|13306|15228|608|5175|362|1667|14377|15032|13062|17162|15286|9436|16356|3579|14534|9846|11704|16425|14498|4114|14157|15848|15180|7089|16470|13234|4426|18037
548,~Empire~,5,,~Empire~,195|576|797,14123|16441|17587|17587|14123|15158|16441|20406
549,TOMB RAIDERS,2,,~~TOMB~~,,22574|11500|15634
550,Main Wing,6,,*Romans*,,22574|14223|4446|12197|14223|18066|17782|17275
551,Getgaming Alliance - rd,10,,GGA-rd,336|34|398|497|545|535|135|550|126|297|473|355|51|106|133|586|79|322|440|363,6606|12137|9754|16288|8570|11654|8045|10455|14755|19618
552,Badge,3,,Badge,,22574|14327|14327|14331|18345
553,ultimate death,1,,Ult,,22574|7536|7536
554,BARNicles,3,,Nato,,22574|16001|15135|15185|15185|16001|15135
555,waste of space,4,,WOS,,22574|13741|16066|19106|16192
559,rock,2,,rock,,22574|7777|7859|7859|7777
560,North_East_Alliance,2,,NEA,,22574|15167|15167|18004
561,TheTower,24,,TheTower,789|602|521|177|535|484|586|789|602|521|177|535|484|586,13998|15152|13429|17948|17969|18426|16451|18301|17765|15998|19425|19883|12618|11155|11097|15977|14103|19001|19299|14274|20720|20330|20757|22133
564,ORION FEDERATION,2,,O.S.F,,22574|15344|15344|19278
565,The Business,24,,The Biz,777|699|219|555|393|535|754|181|660,15821|15694|17527|18727|14148|15229|17967|13775|15397|16896|3377|15947|10451|18035|7025|18471|4432|14818|17608|14990|15739|17209|13389|13215
566,-Pugsy Owns-,1,,-PO-,,22574|14495
571,Beyond Good and Evil,3,,BGAE,235|484,16942|15930|16941
572,Life And Music Brootal!,5,,LAMB!,391|164,7214|1265|17777|18342|6553
573,Gods Amongst Men,6,,GAM,,22574|15510|16985|16985|17376|15510|19268|18352|19951
574,dogs of war,4,,DoW*se 3,310,17443|17085|17534|17606
576,***tryoner***,1,,=s.k.s=,44|219|378|254|548,252
578,New Alliance,2,,NEW,474|456|310|660,17481|17522
579,axi of evil pension schem,1,,131313,,22574|13440|13440
585,Linen,1,,B.E.D.,,22574|230|230
586,The Darkness Rising,8,,CHAOS,497|550|33|187|445|561|237|551|79,17778|17155|16064|6961|17337|18123|18744|19481
587,!!!,1,,!!!,,22574|1940|1940
591,Peace in our Time,2,,PIT,,22574|15566|16345|16345|15566
592,England Mighty,2,,The GR8,,22574|16540|16611|16540
594,Knights of death,2,,Kights,,22574|13320|13320|8228
596,Eagle Kingdom,20,,Eagle,,22574|15453|16988|17770|14422|15136|16043|15352|16620|16820|18390|16813|16318|18701|17651|18233|16025|19529|15352|15453|16620|14422|15136|16988|17770|16820|17651|18390|19529|18666|16318|16813|16025|17994|18701|18233|18897|16043
598,TWO BIG BOLLOCKS,2,,2 BIG B,763|337|307|185|393|392|521|39|278|261|508|586|206|303|41|108|182|445|270|282|4|474|31|171|28|551|219|473|54|383|448|71|126|345|467|297|497|491|207|143|244|322|133|65|173|80|160|107|387|396|271|237|545|536|162|61|398|94|100|377|44|22|210|188|51|221|177|235|363|8|131|181|336|246|114|120|79|34|33|163|295|74|67|83|98|116|159|89|527|255|425|73|75|310,2876|22104|2876|22104
599,=KOAMS= SF,8,,=KOAMS=S,210|789|790|221|177|395|173|71|497|107|93|336|235|393|479|501|398|160,697|679|700|697|11724|700|679|12179|17225|772|16253
601,Peace bringers,1,,HEL,,22574|12079|12079
602,Kingdom of Angels- SW,2,,KOA-SW,34|383|521|535|237|235|210|561|497|160|177|398|545,16546|6673
603,Hounds of war*,9,,**HoW**,783|742|645|779|681,17799|18092|19548|17791|16637|19763|19716|20448|18921|18921|18092|19548|17799|16637|19716|19763|17791|20448
604,night wing,3,,--n--w--,,22574|13639|19549|18901|13639|18901|19549
606,Knights Templar,37,,KTemplar,51|133|79|545|185|120|398|188|100|34,8976|3751|2244|5233|12405|1579|2204|15184|14266|15263|7111|15955|7443|15449|14744|15338|2173|9656|13667|7501|5447|15640|14553|11554|14486|17257|10020|1765|16200|18702|18586|19846|18320|16587|20283|20116|22326
607,DIDA PIG,2,,XO,,22574|17372|13809|13809|17372
611,glenns alliance ,2,,0110,,22574|12842|11130
612,Academy,27,,A,162|491,6473|5268|3080|5734|3898|15966|3267|1750|3639|7875|3005|1880|13081|2143|12337|5934|14230|5598|13453|11390|3738|5839|18719|11528|14099|18879|20208
616,THE UNITED IRISH,2,,U I,,22574|10832|18550|10832|18550
617,Larf My Anus Off,35,,LMAO,535|235|278|816|699|93|443|80|51|681|398|596|107,13776|11578|14299|721|15979|15267|15209|3607|17318|14320|12461|16766|18589|17949|17515|8607|16390|18626|16799|17467|15523|15567|16829|17631|8759|18486|16948|17457|17776|3629|16167|12559|18158|20334|12612
619,fahQ,1,,fahQ,,22574|17536|17536
620,~Angels Of Death~,4,,~AOD~,107|700,2454|2459|9262|2454|10163|2459|9262
624,North West Border,23,,Nwb,700|497|379|235|762|545|535|440,14296|16429|15783|15116|17120|14528|16701|17865|17175|17326|13353|17885|18949|19202|18257|18957|19513|19300|16474|15079|18945|21513|16909
625,Hazza! ffs,10,,Hazza!,,22574|12571|17239|15227|18014|12571|18014|15227|17239|11738|13602|17252|20676|18672|19794
626,The Anvil Of Green,2,,A.O.G,,22574|16490|16489|16489|16490
628,Dark Alliance,2,,DA,,22574|17199|13058|13058|17199
629,The Cult of Rome SW1,15,,CoR-SW1,596|181|617,10747|15444|16608|17621|16918|9620|15987|18961|16782|19039|19657|19110|20694|22357|21770
630,Death Vally,2,,L.R,,22574|17953|17807
631,geeks united FTW,7,,JOIN US,,22574|13089|19295|18729|18435|13089|18729|19295|19626|18435|22217|22106
633,Bigerns Alliance,2,,BiG,,22574|13731|13731|18541
634,=D UK version,3,,=D,697,19077|19149|18360
635,The iron axes reserve,1,,Iron Axe,,22574|17850|17850
636,world domination bunnys,1,,WDB,550,15068
640,The Shadow Council,1,,Shadow,,22574|14133|14133
641,ownage,1,,war men,,22574|15485
642,Goodall alliance,1,,[-GDL-],,22574|8757|8757
645,[-WUK-],9,,[-WUK-],393|603|700|652|479,17614|18332|18797|19839|18797|18332|17614|18953|19839|15013|19407|18685|20033
646,Mighty,Mighty fighters!,1,,Persians,,22574|17905|17905
647,Frasers Kings,2,,Ward,,22574|16663|16663|15051
650,messing around,1,,MA,,22574|3605|3605
651,D.O.W,4,,D.O.W,,22574|16983|6828|16219|16983|16219|6828|21861
652,CheekyKatAlliance,2,,Cheeky,,22574|16377|14014|16377
654,alliedterotory,1,,allie,,22574|15645|15645
655,my alliace,1,,bob,,22574|17107|17107
656,Bichon Alliance,3,,^^^,,22574|17114|17114|17160|17122
660,South East Alliance,3,,SE ALL,565|456|578,19083|19431|19712
661,Senatus Romanus,2,,SPQR,,22574|9625|18788
666,The Invaders,4,,TI,,22574|18142|10056|7922|16890|18142|10056|16890|7922
672,Safe Haven,1,,Haven,,22574|9653|9653
673,The Forsaken,4,,Heroes,,22574|18985|18994|18985|19117|18995
675,BLACK KNIGHT*S,1,,=BK=HQ,,22574|20050|20050
677,The Spartans of Sparta,1,,Spartans,,22574|13518|13518
680,The Spartan Elites,6,,TSE,,22574|12338|5235|16164|9958|17412|12338|19976
681,T.H.C,27,,T.H.C,492|836|832|395|603|332|617,18908|18905|19506|16805|16695|16695|16805|19506|18905|18908|20361|18043|20190|19672|22064|20638|18822|20843|20943|21003|20925|20785|20359|17779|19729|21314|20715|20517|21204|20900|21682|20703
682,Star of Travian,1,,S.T.A.R,,22574|17091|17091
683,Aspect,8,,Aspect,,22574|18419|18419|19215|19275|19226|20896|22178|22191|22189
685,the killers of war,1,,wolf,,22574|8538|8538
686,Covern of Blood,8,,CoB,,22574|18870|18723|18721|18870|19251|19256|19386|19388|19389
692,Forest Of Doom,4,,[FOD],,22574|18642|18642|18380|18806|19624
695,Dogs of Warr,3,,DOA,552,19498|18849|19358
696,Los Guerreros del Norte,7,,LGDN,51|700|798|699|490,18402|18466|18688|18389|18393|18230|19439
697,JJD,2,,JJD,616|634,3706|3071
698,i dont know..,1,,idk,,22574|11458|11458
699,The N0RK§,19,,N0RK§,93|798|596|617|565|219|393|490|696,18611|15104|16233|18759|19016|19017|19873|15080|19198|18937|19522|18773|19229|19826|19258|16392|20443|19213|19536
700,The Frayed Knot,14,,TFK,624|522|398|133|22|187|848|696|160|645|206|235|106|620|236|545|539|743,3685|19750|19888|22407|3685|20662|19888|21524|19750|19761|20418|19840|20206|20537|20568|20198|22492|22407
703,The Blue Blood,3,,TBB,,22574|19782|19811|19752|19782|19811
708,With Action Show Power,4,,WASP,379,687|8061|687|8061|3506|3478
709,Generation13,1,,Gen13,,22574|17018|17018
711,ONE MAN WENT TO MOW,1,,OMWTM,,22574|15620|15620
712,freedom fighters,1,,iq,,22574|13226|13226
715,Fukuguys,1,,FUG,,22574|16195|16195
720,alliance for coolNESS,1,,cool,,22574|19204|19204
721,ykz Center core,58,,ykz*CC,98|116|79,3891|896|442|7870|1125|1384|2837|911|3360|4554|2|7878|1323|694|3640|1758|829|5980|894|2089|149|1566|2631|177|4073|2924|459|1197|2169|884|8466|19|135|6305|1193|206|1007|5229|812|5692|582|2001|105|2823|3296|4022|782|110|8539|2432|8331|461|324|595|256|923|960|9734
722,Bad Wolf,2,,Bad Wolf,,22574|19669|19922|19669
723,The Big kahuna,3,,TBK,,22574|19321|19290|19321|18665
724,Desert Eagle,7,,D~E,505|652|484|336,19874|13349|18891|19874|19263|19954|19066|19831
725,peace on all,3,,S.P.D.1,,22574|20005|20006|20005|20007
729,Toms Army,1,,T.A,,22574|19746|19746
730,best ever alliance,6,,BEA,,22574|19570|19877|19813|19570|18610|21679|20645
733,jonasia,2,,jonasia,743|509,19940|19942
735,DriftAlliance,1,,Drift,,22574|19084|19084
736,Celts,1,,Celts,,22574|9448|9448
738,Gods People,1,,LIFE,,22574|19655|19655
739,RPG Warriors,3,,RPG-W,,22574|18630|18630|18803|18671
740,joshh,1,,zap,,22574|19459|19459
741,Lords of the teen spirit,1,,LOL,,22574|16863|16863
742,Specialized and Smegshift,3,,SS,603|779,17439|13386|16389|16389|17439|13386
743,ShoeBase,4,,Shoelace,733|756|749|700,20396|20254|20256|19542
744,*STARS*,11,,*STARS*,,22574|10110|19891|10110|19476|18808|19749|19767|11728|18790|19701|19833|19857
748,Türk intikam Tugayi,8,,T-i-T,,22574|19349|19680|19349|19348|19673|20307|19415|19680|22089|22566
749,Al,1,,AKL47,,22574|19534|19534
750,bobo44,1,,best,,22574|18827|18827
751,Praetorian Guard,1,,PG,,22574|16093|16093
752,warriors,3,,l.r.2,,22574|18279|18690|18279|18690|15001
753,we hate travian,1,,hate,,22574|20273|20273
754,A random alliance,2,,Random,762|60|440|565,18191|3958|18191|3958
756,brenda,12,,FRASS,857|535|743|762|522|857|535|743|762|522,20223|20222|20556|20369|20339|20222|20510|20023|20257|20668|20556|20339|20619|20369|20592|20223|21284
758,blaze,3,,blaze,,22574|20121|19599|20121|20442
759,Travian System Lords,2,,{Sg.1},,22574|22194|18657|18657|22194
762,Achilles,8,,Achilles,754|624|756,18631|19845|20211|20108|20212|20215|18966|19698
763,Alliance of the world HQ,17,,aotwHQ,129|484|535|440|289|779|598,3551|3565|17826|3032|6760|17617|19412|20042|20963|20742|20841|21128|22233|22172|22048|20807|22454
764,eagle,1,,ello,,22574|19249|19249
765,Loti,3,,Loti,,22574|18197|18197|18229|19956
767,Elite Academy,12,,NMS - EA,387|255|75|73,2845|4887|2855|12952|3406|4667|4630|57|353|3307|3409|16672
768,Bored at work,1,,B-A-W,,22574|11045|11045
769,hi,1,,hi,,22574|19206|19206
770,AJAJAJ,1,,TJ,,22574|12282|12282
771,ryan and callum,2,,col dude,,22574|20387|20193|20387
774,BR2,1,,BR2,,22574|2201|2201
777,Rangers,1,,RAN,,22574|17232|17232
778,Travian Pirates uk3,2,,TRAP,,22574|19595|18914
779,Warriors of Might,10,,Wrath,603|521|783|742|763|656,17888|17714|18031|18567|18436|18091|20605|20673|19970|20678
780,Tesco Slogan ThievesSAS,17,,TST- SAS,243|53|162|89|539|159|243|53|162|89|539|159,2209|174|190|2425|4652|2365|2138|1473|6576|2774|9801|11938|16509|1426|2639|3013|347
783,Power House Pigs,15,,PHP,848|603|779|522|80|497|160,11413|9428|11393|12776|15712|12762|17092|13391|19312|19981|20776|18812|18453|20118|20581
784,wat the fudge,3,,wtf,,22574|18515|18563|18563|18537|18515
787,talias friends,4,,1125,,22574|20163|20388|20164|20163|20376
788,larf my arse of acadamy,2,,lmaoa,235,17732|18825
789,angel corn growers,30,,=KOAMS=C,345|34|210|173|497|599|545|398|535|561|790|120,2630|1612|3833|2167|6836|6614|1915|1778|1327|12158|3269|10798|3034|4326|2628|11547|1825|15596|10912|15615|5224|10640|4507|18696|3018|4401|7513|2334|16759|3179
790,angel corn growers *,47,,=KOAMS=Q,210|393|395|173|398|71|497|93|271|599|789|479|235|336|379,4080|11076|759|11696|11169|11006|12351|14002|9062|11615|2962|7220|13476|9397|18210|8237|5011|9141|1879|13395|9859|4885|4672|8174|16720|14201|11566|14975|5080|18269|15437|11997|10556|11849|4890|17729|17705|10913|13636|13024|12325|13923|20630|18010|18034|11479|18246
791,The One Ring,15,,(T*O*R),535|195|596,16368|18976|18253|18950|18000|18412|19816|19609|18978|18247|18300|18353|18890|20560|20552
792,Rikets Røst,1,,R.R,,22574|4629|4629
793,Alpha Prime,2,,AP$*,,22574|6656|11865|6656|11865
794,D.S.SW,3,,D.S.SW,,22574|16387|19092|17687
795,The happy corner,3,,THC,816|816,19331|18993|20998
797,C-3 ELITE,4,,C-3,548,18219|19096|18219|18196|20917
798,Peace Merchants Alliance,4,,Merchant,187|497|699|505|696,19628|19791|19625|19620
800,Sexy People Only LOL,1,,Wicked,,22574|20356|20356
803,Love Peace,6,,LP@7,,22574|3609|3609|3668|4894|3558|13900|12396
804,Assasins creed,4,,Darkest,517,20906|20374|20681|21058|20681|20374|20906
806,lukesville,1,,lab,,22574|8629|8629
807,The Rogue Troopers,8,,T R T,703,18807|18895|18807|18895|15695|10604|20515|21693|19941|22127
808,The. Chosen. Worrios.,3,,T.C.W,,22574|1733|10881|10881|1733|3181
809,NRG Powerplant,2,,NRG,,22574|12010|55|12010
811,saints row,1,,yoyo,,22574|19329|19329
812,THE KILLER,1,,S.O.S1,,22574|20012|20012
814,North Western Alliance,2,,NWA,,22574|20071|20408|20071|20408
815,White knights,2,,W.K.,219,18006|21595|18006|21595
816,Zombie,13,,[Z]ombie,617|596|795,19575|19223|19093|20425|18282|18943|19648|19009|19008|17668|19803|19437|21831
818,The legion,1,,Stealth,,22574|2263|2263
819,Rostam,2,,RSTM,,22574|19012|19012|19033
821,United Front,11,,UF,,22574|13458|18148|4293|13458|19139|18148|14635|4016|20797|21674|21520|21972|22534
822,Hawks,2,,HWKS,,22574|19148|21728|19148|21728
823,shadows,1,,shadows,,22574|21757|21757
825,Rule 1 Utd,1,,F365,,22574|19245|19245
828,=OPERATION TRAVIAN STORM=,1,,=STORM=,,22574|19480|19480
830,The Mighty Boosh,1,,TMB,,22574|21116|21116
831,UNDERPANTS,4,,PANTS,,22574|20151|20159|20154|20151|20154|21458|20159
832,T.H.C expansion,3,,T.H.CII,,22574|19986|21791|19986|20891|21791
834,Dark riders,3,,Fear,,22574|21297|21297|21392|21915
835,Barmy Army,2,,S.O.S,,22574|17886|17740|17886
836,T.H.C expansion 3,3,,T.H.CIII,681|832,20569|20652|18277|20569
837,NAPAA,1,,NAPAA,,22574|13821|13821
838,-{-The-White-Knights-}-,1,,TWK,,22574|21969|21969
839,sharingan hardcores,5,,uchihas,,22574|20764|20746|21034|20767|20789|20746|20767|20789|20764|21034
840,TB-ENiGMAta,11,,TB-Eta,173|181|22|393|246|235,2070|4673|10804|6819|17735|17954|19227|18591|16344|19036|19144
841,Paul 787,1,,Paul,,22574|20903|20903
845,Ubiquitous- HeadQuarters,1,,UBQTS-HQ,860,21498
848,SKELETOR,9,,S.K.E,783|700|173|545,3544|6814|3509|3286|4033|12482|17605|4057|20046
849,Take Over Travian,2,,TOT,,22574|22138|21387|21387|22138
850,Sgt. Peppers Army TA,8,,PepperTA,535,20545|22289|22119|21897|21849|22362|20545|21897|21230|21984|21849|22289|22362|22119
852,jamie,1,,j,,22574|20845|20845
853,fergo,1,,fergo,,22574|16127|16127
855,Jack Daniels Pact,2,,The Pub,,22574|20600|20600|20128
856,Ripping,2,,Smalz,,22574|21373|21373|21933
857,TEAM JIM,1,,JIM,,22574|18692|18692
858,Fleshda,2,,Clone 44,,22574|21760|20760|21760
859,Mag,2,,Mag,,22574|19521|19521|20019
860,UBQTS I,1,,UBQTS I,845,19849
861,Gallic Pride,1,,Gallic,,22574|21150|21150
