393,tom 1,385,1259,1,Romans,131,320820&c=26
394,MrsRobin,63,4356,1,Gauls,332,308782&c=5f
397,aza 2k7,145,3005,1,Romans,269,308781&c=ed
401,Eagle,478,916,1,Teutons,8,315977&c=ff
402,Shangala,337,1480,1,Gauls,73,308801&c=ee
405,Mohunky,1230,177,3,Gauls,73,307197&c=7c|303989&c=2f|309597&c=92
406,neun,2458,27,6,Teutons,116,333613&c=a1|247852&c=92|245450&c=e3|245451&c=e4|245445&c=e9|244644&c=31
407,Patriot,758,461,2,Romans,185,307180&c=34|307181&c=5c
410,moesizzlac,538,788,2,Romans,34,331201&c=d6|297709&c=3b
411,antek,1619,104,3,Romans,34,331205&c=a1|332006&c=04|329599&c=31
412,Nay Bother,865,357,2,Teutons,75,326390&c=06|327189&c=6f
414,The Animal,702,520,2,Gauls,185,301585&c=80|303177&c=73
415,xfg68,541,781,2,Romans,425,320782&c=20|319984&c=55
417,monty909,458,971,2,Teutons,93,311978&c=41|311977&c=39
419,chicken,412,1143,2,Gauls,80,335217&c=74|337503&c=01
421,Linty1980,343,1449,1,Romans,22,329630&c=03
422,valter,443,1024,2,Romans,185,307183&c=d8|412915&c=33
423,bjugn722,1713,93,4,Romans,80,334413&c=ac|335214&c=d7|336698&c=4b|336696&c=ef
432,That-Duuude,413,1135,1,Gauls,120,301582&c=fb
434,travianrooster,257,1984,1,Romans,65,335230&c=a6
437,zsar,433,1064,1,Romans,80,333617&c=50
438,LordPraga,291,1761,1,Gauls,,321586&c=1b
442,the greyham,2449,28,5,Romans,721,323989&c=f2|323990&c=3e|323991&c=2b|322389&c=68|323988&c=bb
443,Smeghead,207,2382,1,Romans,8,315980&c=03
446,maddness,640,593,2,Gauls,73,311976&c=e3|314376&c=9d
447,loppyloz,374,1313,1,Romans,65,314370&c=dc
449,shaol,356,1396,1,Teutons,363,334430&c=a4
450,ta44s1de,241,2103,1,Gauls,173,326432&c=33
452,The Gladiator,383,1267,1,Romans,73,318423&c=f6
453,PomDeTerre,196,2503,1,Romans,,303189&c=6b
459,alberic,1181,190,3,Romans,721,323180&c=d1|387219&c=6a|385615&c=9f
461,wilco,623,627,3,Gauls,721,336809&c=a1|352018&c=04|352818&c=66
464,emmajtaylor,189,2559,1,Romans,93,305565&c=21
465,pigeonking,232,2178,1,Gauls,,326386&c=52
469,sett,2056,52,4,Teutons,159,332829&c=43|332031&c=92|332029&c=60|330428&c=f5
470,Mcozzy,87,3879,1,Gauls,244,309604&c=44
475,simon1982,334,1493,2,Gauls,22,336813&c=e8|445033&c=78
477,thudd the gross,316,1605,1,Romans,73,338426&c=b0
478,Ray Von,514,835,2,Gauls,73,308001&c=60|308000&c=e5
482,aerosyke,130,3180,1,Romans,,310372&c=f7
485,n15dee,368,1339,1,Gauls,44,330393&c=51
487,Faryl,820,395,3,Teutons,75,312770&c=b2|290263&c=74|283852&c=ad
488,eff-ee,298,1712,1,Romans,51,319977&c=b9
489,War Fish,207,2381,1,Romans,,330432&c=5c
491,eamon,124,3267,1,Gauls,,328833&c=a2
493,mikeyb101,558,755,1,Romans,,315972&c=84
496,Drakonus,847,371,2,Gauls,133,310407&c=15|262386&c=4f
498,will-ni,358,1391,1,Gauls,73,303191&c=c1
501,Gemini-Phoenix,568,739,2,Romans,93,303168&c=1d|303969&c=7e
502,Toffeeman,1374,152,4,Gauls,75,313612&c=c3|319210&c=e9|320009&c=bc|312010&c=7c
504,justweeme,618,637,1,Romans,73,319220&c=44
506,Travix,2381,35,5,Gauls,75,312809&c=2c|315221&c=0f|314420&c=8b|297636&c=79|302443&c=4f
507,Irafox,733,488,2,Romans,280,335207&c=e0|334405&c=65
512,BUlldogs 53,340,1467,1,Gauls,188,339223&c=cb
517,Funkysquid,277,1841,1,Gauls,,316817&c=56
519,tiglet,2361,38,5,Gauls,98,330396&c=10|397592&c=24|395992&c=97|402397&c=97|400796&c=41
524,MaWomble,110,3485,1,Gauls,,303173&c=b2
528,Redrose,606,654,2,Romans,22,337615&c=1a|347232&c=11
529,Wraithlord,191,2540,1,Romans,31,339229&c=fc
530,Mooseman,463,956,2,Teutons,243,324026&c=b6|481201&c=44
531,blue_wizard2k,585,693,2,Romans,73,316015&c=ee|325658&c=36
532,thatlife,652,577,2,Romans,34,322378&c=fd|323178&c=bf
535,Poison Paradigm,1084,239,3,Romans,188,328830&c=1e|328029&c=02|328831&c=c8
537,Mr Mojo,298,1711,1,Romans,93,303971&c=b9
539,kratos,247,2054,1,Romans,,338416&c=12
542,STEEZE,662,565,2,Romans,22,330433&c=85|330425&c=43
543,redhead,477,918,1,Romans,53,332832&c=a5
544,loveulots,89,3850,1,Gauls,71,307198&c=23
547,lakesdweller,875,349,3,Romans,79,316816&c=04|252786&c=ee|229563&c=98
549,Honeybunny,1284,167,4,Romans,93,339217&c=4e|340018&c=8e|344026&c=97|340016&c=44
551,Mufflumph,765,454,2,Teutons,22,338434&c=23|339233&c=d4
557,nsdouglas,503,855,2,Romans,73,319174&c=a7|319198&c=86
558,echo three,165,2787,1,Gauls,,310367&c=fe
559,carlos apa,100,3678,1,Gauls,165,305567&c=ad
562,Crash,285,1789,1,Romans,,315218&c=90
563,lclclc,332,1500,1,Teutons,188,339226&c=0f
566,Talak,1013,261,3,Gauls,75,312009&c=41|309607&c=c1|312008&c=01
568,freek,166,2778,1,Gauls,314,311972&c=fe
570,Irakaz,306,1662,2,Teutons,,312812&c=26|312011&c=3d
571,Meg1012,318,1592,2,Gauls,255,314412&c=1b|314413&c=ce
573,cab,646,582,2,Gauls,116,303976&c=97|299164&c=62
576,den,106,3569,1,Teutons,133,309605&c=d6
577,mades,1177,193,4,Gauls,133,303994&c=90|303193&c=c3|304792&c=3d|304793&c=8f
582,Aras,931,314,3,Gauls,721,315975&c=37|315174&c=2f|315175&c=3b
584,tiggers4848,763,457,2,Romans,243,323225&c=05|322422&c=98
585,jonnyboi,367,1349,1,Romans,73,314416&c=f1
595,world3,577,715,2,Romans,721,336036&c=4f|477014&c=3a
598,don,388,1249,2,Teutons,73,305591&c=2e|280818&c=d0
608,Snowie,351,1419,1,Gauls,545,303999&c=5a
609,Lord Ravenclaw,261,1953,1,Romans,255,307970&c=f2
614,beanz1111,389,1243,1,Romans,120,313572&c=70
618,Oromis,272,1876,1,Gauls,133,302392&c=4a
619,1as1,83,3941,1,Romans,,335234&c=c9
621,Keifla,558,754,2,Teutons,34,325586&c=e2|324785&c=70
624,hazgreaz,429,1078,2,Romans,185,303975&c=b1|301479&c=ae
626,Lokidf2007,454,991,2,Romans,73,315223&c=aa|315225&c=88
628,Xiddam,202,2445,1,Romans,,303977&c=a4
633,Essexboy,391,1232,1,Romans,,339231&c=4c
635,Klóset Prédikun,407,1162,2,Gauls,185,299988&c=0b|197598&c=95
637,Lizzie,140,3068,1,Gauls,,336811&c=f0
639,NelAzrael,637,598,2,Romans,34,331994&c=ce|332796&c=d4
641,Haaska,530,803,2,Gauls,120,326387&c=59|331193&c=37
643,q the music,119,3345,1,Romans,,338435&c=d3
644,ParkRanger,858,363,3,Teutons,22,331231&c=b9|330430&c=7d|327225&c=c2
651,Lazerous,537,793,1,Romans,73,303966&c=74
652,rhymesx1,331,1506,1,Gauls,34,324784&c=52
653,madlees,2362,37,5,Teutons,73,306367&c=ee|302360&c=bc|300762&c=bf|307171&c=f3|299159&c=b0
655,zhuangt,166,2777,1,Romans,,303970&c=b9
657,abbhee,1723,92,4,Romans,73,312018&c=38|309624&c=d8|310422&c=2f|311220&c=94
660,gleee,899,330,3,Romans,243,329636&c=cd|333635&c=3f|330436&c=18
662,Howie,400,1191,1,Romans,34,299186&c=d6
663,saintmike,339,1472,1,Teutons,51,308811&c=0e
664,annti,417,1118,1,Romans,22,342436&c=40
669,nagumo,215,2310,1,Teutons,,322429&c=ee
674,sauron,870,351,3,Teutons,116,300776&c=af|295170&c=ea|297576&c=0b
677,Bexy,347,1437,1,Teutons,,320778&c=f7
679,ploz,351,1418,1,Gauls,599,338436&c=cd
682,Alexander,330,1512,1,Gauls,377,333642&c=ec
683,katie,329,1520,1,Romans,65,297567&c=00
687,Omacka,772,446,2,Romans,708,300784&c=ea|219199&c=c5
693,punkass,66,4295,1,Teutons,3,342415&c=a2
694,Rocket,1504,125,3,Gauls,721,336805&c=02|336802&c=ab|335200&c=89
697,James A,629,616,2,Romans,599,341637&c=1d|336840&c=e3
698,Dark Angel,61,4408,1,Teutons,,343235&c=44
700,Pootle,401,1190,2,Gauls,599,336039&c=83|340843&c=af
704,WallyBoy93,325,1547,1,Romans,73,313617&c=56
709,Kerrycroy,597,673,1,Romans,246,315967&c=18
710,groomey,607,649,2,Romans,396,339206&c=6a|415302&c=07
711,ratatta_11,677,552,2,Romans,246,303960&c=cf|315968&c=e1
714,wolf,119,3344,1,Gauls,60,340834&c=14
718,Aries,239,2127,1,Romans,,338404&c=e2
721,nxsnooppnx,296,1732,1,Romans,617,319169&c=4e
726,Hermes,104,3605,1,Romans,,299965&c=04
728,DifferentlySane,769,450,3,Gauls,34,308008&c=09|307205&c=fe|308807&c=18
734,smithy,2395,33,4,Teutons,33,336800&c=fe|336799&c=e6|336798&c=27|335998&c=a5
735,seekanddestroy,154,2906,1,Romans,,340809&c=e5
739,Lex,1469,128,4,Teutons,98,342423&c=d5|377564&c=10|378365&c=7f|378366&c=8d
758,Ragman205,1274,169,4,Romans,33,332841&c=2a|327244&c=40|332040&c=b6|328045&c=6c
759,funkeymunkey,777,442,3,Gauls,790,336841&c=79|337642&c=d0|336842&c=7a
762,Fitz,334,1492,1,Teutons,162,342435&c=fb
769,Cheesepie,142,3038,1,Romans,31,331241&c=10
771,VerteX,1595,112,4,Teutons,159,333641&c=5c|334439&c=59|336838&c=87|336843&c=50
772,London,105,3583,1,Gauls,599,340039&c=da
778,L2OUE,141,3050,1,Romans,41,297564&c=ca
780,purplefizzywig,276,1848,1,Gauls,162,344836&c=4e
782,Ooberandy,809,408,2,Romans,721,343218&c=4b|344023&c=b6
797,king kong,414,1134,1,Gauls,345,299160&c=a2
799,Picko,316,1604,1,Teutons,34,300786&c=a2
812,Bigley,958,289,4,Gauls,721,302359&c=d9|303160&c=c0|303962&c=be|286329&c=50
815,tobotobo,335,1486,1,Gauls,120,318372&c=a5
820,SPIKE,469,938,2,Romans,363,312016&c=60|312015&c=26
825,DogsnutsEA,143,3026,1,Gauls,56,322431&c=cd
828,wballstarz,901,327,3,Gauls,34,332790&c=94|332791&c=52|333592&c=09
829,Kellog,1460,133,4,Teutons,721,315165&c=ee|276641&c=c4|279841&c=7b|276642&c=ee
834,Eternal_Darknes,118,3366,1,Romans,,334393&c=c2
837,VampiroX,381,1276,1,Teutons,187,299178&c=2d
841,Helix,176,2685,1,Gauls,,303196&c=8c
843,nastyxgirl,126,3238,1,Romans,142,304802&c=68
844,Cali style,148,2969,1,Teutons,,324836&c=e1
846,feebee,50,4730,1,Teutons,,297579&c=f3
848,mattylaws,184,2603,1,Gauls,244,316024&c=aa
852,ubersexypie,162,2821,1,Teutons,,343236&c=29
854,Sethicus,2387,34,6,Teutons,75,320028&c=26|316850&c=1e|316851&c=b6|316049&c=2d|328866&c=de|329667&c=3c
855,tred81,525,809,2,Romans,162,345643&c=f7|343237&c=5c
857,SquallLionheart,488,893,2,Gauls,8,302361&c=1b|301558&c=ec
868,lillee,417,1117,2,Teutons,80,333596&c=86|345503&c=cc
871,Silverback,486,896,1,Romans,342,344022&c=44
873,Mountaincrawlie,253,2008,1,Gauls,314,344829&c=53
874,Kaz-chan,410,1150,1,Gauls,342,341626&c=5a
878,kid chaos,130,3179,1,Romans,,315166&c=26
881,Country Manor,435,1056,1,Romans,80,341621&c=9f
884,j.a.n.,1122,218,3,Gauls,721,313568&c=11|314368&c=9e|311962&c=cf
888,Snicker,522,815,2,Romans,75,320030&c=ed|319230&c=f3
891,batty,392,1227,2,Gauls,377,344830&c=6c|344828&c=3f
894,Wiggi,1430,136,5,Romans,721,344030&c=5f|342433&c=32|347239&c=4e|344034&c=f0|346438&c=13
896,dustbinladen,2465,26,5,Romans,721,340012&c=33|345608&c=43|340811&c=2c|339992&c=79|341625&c=2a
897,Machineman,1744,88,4,Teutons,116,307156&c=a9|302344&c=6c|268673&c=94|266261&c=ff
899,greaz,112,3438,1,Romans,215,306413&c=cf
901,starla34,734,486,3,Gauls,33,342422&c=b6|342421&c=89|341620&c=1e
904,Patasia,161,2832,1,Romans,,343223&c=67
906,Bezza Rogers,261,1952,2,Romans,34,329584&c=2f|331988&c=81
911,bigdictator,1819,80,4,Gauls,721,327984&c=45|328786&c=88|327985&c=1c|328785&c=78
912,ljg,76,4094,1,Romans,,296783&c=42
913,aya,267,1913,1,Teutons,,307158&c=f5
914,the1truescott,370,1331,1,Gauls,100,345619&c=50
915,rei-anime,378,1290,1,Romans,,295167&c=94
919,uggbutt,403,1183,1,Romans,,295962&c=2f
923,Nilletti,552,767,2,Romans,721,347227&c=b5|323172&c=fd
941,newbie2007,445,1022,1,Teutons,8,334447&c=d1
945,reaper_007,497,873,2,Teutons,162,346444&c=8c|346446&c=fa
960,hann,467,943,2,Romans,721,340807&c=aa|340005&c=8c
969,Perseus,458,970,1,Romans,75,304004&c=f9
970,dottore,2871,11,5,Teutons,162,347245&c=52|348847&c=2b|348045&c=23|347244&c=6a|350446&c=6d
975,cigoke,520,820,2,Romans,79,345646&c=39|245574&c=7e
977,magnoilo369,453,997,2,Teutons,387,345615&c=4c|344813&c=3d
984,Desmond,244,2078,1,Gauls,41,295160&c=ab
985,creampuff,2822,13,6,Teutons,162,347246&c=47|344843&c=51|346445&c=cc|347242&c=8f|352849&c=f8|349648&c=de
990,jonnerrs,199,2479,1,Romans,,296786&c=5d
993,Charliehorse,1993,59,4,Teutons,162,344849&c=97|342441&c=59|343244&c=06|342442&c=02
1007,Gramsci,952,296,3,Gauls,721,299153&c=f1|300754&c=36|316769&c=4d
1008,falcon,731,492,2,Gauls,73,345618&c=fd|348817&c=91
1015,Beowolf,171,2730,1,Teutons,185,308816&c=19
1018,tq78,643,586,1,Romans,33,343209&c=c1
1022,bossman,1088,235,3,Teutons,75,346422&c=42|348823&c=8f|348025&c=c8
1026,Skenderbeu,277,1840,1,Teutons,255,337650&c=e1
1033,Cyclone2000,398,1203,2,Teutons,396,346419&c=bf|347221&c=ba
1036,cheesydave,108,3531,1,Gauls,,295972&c=62
1037,Mickulty6,139,3079,1,Romans,41,294359&c=a5
1038,slinky,684,538,1,Romans,33,335191&c=8d
1041,nev,364,1363,1,Romans,396,348037&c=33
1048,Elite noob,4046,3,8,Teutons,116,317561&c=b9|320767&c=05|319964&c=e1|317563&c=cf|316758&c=18|319159&c=25|318360&c=45|318359&c=e9
1053,alnighti,407,1161,1,Teutons,363,295955&c=fc
1055,booker,2111,48,4,Teutons,116,295979&c=7c|297584&c=6b|295982&c=47|298385&c=b4
1063,Bluebottle,1775,83,3,Gauls,33,348031&c=50|348028&c=0b|347228&c=ee
1069,Saddam,604,659,2,Romans,116,309559&c=5c|233456&c=05
1071,rossdaboss,468,940,2,Teutons,243,332847&c=af|331250&c=f9
1076,bubonic,1346,159,3,Gauls,73,308814&c=53|309615&c=e1|308813&c=57
1077,xxnataliexx,388,1248,1,Romans,44,341610&c=d7
1078,junglejazza,179,2658,1,Romans,,293570&c=ad
1084,welcome 2 hell,888,338,3,Teutons,116,298391&c=45|299993&c=a8|299192&c=6c
1086,Boddington,552,766,2,Romans,,314359&c=09|320665&c=6a
1090,Tracyannw,735,483,2,Gauls,34,334389&c=d8|333588&c=7e
1095,Gauls_Hide,908,324,3,Gauls,425,336847&c=8c|335243&c=fe|346434&c=87
1098,Big Craig,1120,219,3,Romans,159,326441&c=b3|594331&c=10|597534&c=81
1100,Heinlager,2154,45,5,Teutons,116,293572&c=07|214246&c=74|278356&c=24|292767&c=d0|292771&c=a3
1115,Blad,733,487,2,Romans,116,292761&c=6c|290355&c=39
1124,baza48,948,301,3,Romans,162,346447&c=3c|345648&c=24|345651&c=55
1125,killers,1961,65,4,Teutons,721,293557&c=3d|290348&c=55|285542&c=8e|286341&c=2f
1129,greaney,130,3178,1,Romans,67,340808&c=af
1135,Sim,440,1037,2,Romans,243,338450&c=26|338449&c=f8
1136,KuReshtin,743,473,2,Gauls,74,300752&c=f9|299951&c=ec
1137,Goaty,364,1362,1,Gauls,322,348039&c=02
1144,Pawley,460,965,1,Gauls,398,343211&c=fc
1147,Marky boi,442,1028,2,Teutons,,303956&c=5f|272716&c=66
1149,MaxPower,574,722,2,Romans,159,339251&c=14|351245&c=67
1161,Dax Pi,1087,237,2,Romans,33,346423&c=d8|346430&c=e0
