07/01/08 10:47:38	1657	1647	1661	1652
07/01/08 18:11:42	347	311	358	326
07/01/08 22:41:35	2246	2174	2267	2203
07/01/08 22:53:08	727	652	750	683
08/01/08 03:07:30	582	521	600	547
08/01/08 16:32:13	962	863	992	750
08/01/08 20:58:48	719	644	741	675
08/01/08 22:48:30	300	269	309	281
09/01/08 14:26:36	296	265	305	278
09/01/08 16:14:49	296	265	305	278
09/01/08 18:04:58	301	270	310	282
09/01/08 19:55:09	301	270	310	283
09/01/08 22:08:06	0	0	0	0
09/01/08 24:38:16	13	12	13	12
10/01/08 00:05:50	0	0	0	0
10/01/08 01:55:08	153	83	172	112
10/01/08 03:43:19	0	0	0	0
10/01/08 05:33:21	0	0	0	0
10/01/08 07:23:23	202	128	224	158
10/01/08 09:13:25	301	270	310	283
10/01/08 11:40:21	388	347	400	365
10/01/08 13:30:23	314	282	324	294
10/01/08 15:20:25	182	164	188	171
10/01/08 17:31:16	358	320	369	336
10/01/08 19:21:18	300	270	310	282
10/01/08 21:11:21	301	270	310	283
10/01/08 23:01:23	0	0	0	0
11/01/08 05:57:57	101	85	106	83
11/01/08 07:47:03	294	251	307	198
11/01/08 09:37:05	294	254	306	196
11/01/08 11:27:07	293	257	305	195
11/01/08 13:17:09	0	0	0	0
11/01/08 15:07:12	0	0	0	0
11/01/08 16:57:14	136	68	155	95
11/01/08 18:47:16	301	270	310	283
11/01/08 20:37:20	300	269	310	282
11/01/08 22:27:22	0	0	0	0
12/01/08 00:17:24	6	0	22	0
12/01/08 02:07:27	301	221	310	256
12/01/08 03:57:29	301	270	310	283
12/01/08 05:47:32	300	269	310	282
12/01/08 07:37:34	301	270	310	283
12/01/08 09:27:36	301	269	309	282
12/01/08 11:17:38	301	270	310	283
12/01/08 13:13:49	317	285	328	298
12/01/08 15:04:17	302	270	311	283
12/01/08 16:54:20	301	270	310	283
12/01/08 18:44:24	301	270	310	282
12/01/08 22:12:23	387	347	401	365
13/01/08 00:04:52	388	348	399	365
13/01/08 01:54:54	389	347	400	364
13/01/08 03:44:57	0	0	0	0
13/01/08 05:34:59	0	0	0	0
13/01/08 07:25:02	87	25	106	51
13/01/08 09:15:04	301	270	310	282
13/01/08 11:05:06	301	269	310	282
13/01/08 14:45:11	301	269	310	282
13/01/08 16:35:14	301	270	310	283
13/01/08 18:31:21	317	285	327	298
13/01/08 20:21:23	99	89	103	93
13/01/08 24:55:09	300	270	310	283
